46.9212	31.8683	31.8683	0	0	0
31.8683	46.9212	31.8683	0	0	0
31.8683	31.8683	46.9212	0	0	0
0	0	0	22.9562	0	0
0	0	0	0	22.9562	0
0	0	0	0	0	22.9562
