0.0000 0.0000
0.0200 0.0000
0.0400 0.0000
0.0601 0.0001
0.0801 0.0001
0.1001 0.0001
0.1201 0.0001
0.1401 0.0001
0.1602 0.0002
0.1802 0.0002
0.2002 0.0002
0.2202 0.0002
0.2402 0.0002
0.2603 0.0002
0.2803 0.0003
0.3003 0.0003
0.3203 0.0003
0.3403 0.0003
0.3604 0.0003
0.3804 0.0004
0.4004 0.0004
0.4204 0.0004
0.4404 0.0004
0.4605 0.0004
0.4805 0.0005
0.5005 0.0005
0.5205 0.0005
0.5405 0.0005
0.5606 0.0005
0.5806 0.0006
0.6006 0.0006
0.6206 0.0006
0.6406 0.0006
0.6607 0.0006
0.6807 0.0007
0.7007 0.0007
0.7207 0.0007
0.7407 0.0007
0.7608 0.0007
0.7808 0.0008
0.8008 0.0008
0.8208 0.0008
0.8408 0.0008
0.8609 0.0008
0.8809 0.0009
0.9009 0.0009
0.9209 0.0009
0.9409 0.0009
0.9610 0.0009
0.9810 0.0010
1.0010 0.0010
1.0210 0.0010
1.0410 0.0010
1.0611 0.0011
1.0811 0.0011
1.1011 0.0011
1.1211 0.0011
1.1411 0.0012
1.1612 0.0012
1.1812 0.0012
1.2012 0.0012
1.2212 0.0012
1.2412 0.0013
1.2613 0.0013
1.2813 0.0013
1.3013 0.0013
1.3213 0.0014
1.3413 0.0014
1.3614 0.0014
1.3814 0.0014
1.4014 0.0015
1.4214 0.0015
1.4414 0.0015
1.4615 0.0016
1.4815 0.0016
1.5015 0.0016
1.5215 0.0016
1.5415 0.0017
1.5616 0.0017
1.5816 0.0017
1.6016 0.0018
1.6216 0.0018
1.6416 0.0018
1.6617 0.0018
1.6817 0.0019
1.7017 0.0019
1.7217 0.0019
1.7417 0.0020
1.7618 0.0020
1.7818 0.0020
1.8018 0.0021
1.8218 0.0021
1.8418 0.0021
1.8619 0.0022
1.8819 0.0022
1.9019 0.0022
1.9219 0.0023
1.9419 0.0023
1.9620 0.0023
1.9820 0.0024
2.0020 0.0024
2.0220 0.0025
2.0420 0.0025
2.0621 0.0025
2.0821 0.0026
2.1021 0.0026
2.1221 0.0027
2.1421 0.0027
2.1622 0.0027
2.1822 0.0028
2.2022 0.0028
2.2222 0.0029
2.2422 0.0029
2.2623 0.0030
2.2823 0.0030
2.3023 0.0031
2.3223 0.0031
2.3423 0.0032
2.3624 0.0032
2.3824 0.0033
2.4024 0.0033
2.4224 0.0034
2.4424 0.0034
2.4625 0.0035
2.4825 0.0035
2.5025 0.0036
2.5225 0.0037
2.5425 0.0037
2.5626 0.0038
2.5826 0.0038
2.6026 0.0039
2.6226 0.0040
2.6426 0.0040
2.6627 0.0041
2.6827 0.0042
2.7027 0.0042
2.7227 0.0043
2.7427 0.0044
2.7628 0.0045
2.7828 0.0046
2.8028 0.0046
2.8228 0.0047
2.8428 0.0048
2.8629 0.0049
2.8829 0.0050
2.9029 0.0051
2.9229 0.0052
2.9429 0.0053
2.9630 0.0054
2.9830 0.0055
3.0030 0.0056
3.0230 0.0057
3.0430 0.0058
3.0631 0.0059
3.0831 0.0061
3.1031 0.0062
3.1231 0.0063
3.1431 0.0064
3.1632 0.0066
3.1832 0.0067
3.2032 0.0069
3.2232 0.0070
3.2432 0.0072
3.2633 0.0074
3.2833 0.0075
3.3033 0.0077
3.3233 0.0079
3.3433 0.0081
3.3634 0.0083
3.3834 0.0085
3.4034 0.0087
3.4234 0.0089
3.4434 0.0092
3.4635 0.0094
3.4835 0.0097
3.5035 0.0100
3.5235 0.0103
3.5435 0.0106
3.5636 0.0109
3.5836 0.0112
3.6036 0.0116
3.6236 0.0119
3.6436 0.0123
3.6637 0.0128
3.6837 0.0132
3.7037 0.0137
3.7237 0.0142
3.7437 0.0147
3.7638 0.0153
3.7838 0.0159
3.8038 0.0166
3.8238 0.0173
3.8438 0.0181
3.8639 0.0190
3.8839 0.0199
3.9039 0.0209
3.9239 0.0220
3.9439 0.0232
3.9640 0.0246
3.9840 0.0261
4.0040 0.0279
4.0240 0.0298
4.0440 0.0320
4.0641 0.0346
4.0841 0.0376
4.1041 0.0411
4.1241 0.0452
4.1441 0.0501
4.1642 0.0561
4.1842 0.0635
4.2042 0.0724
4.2242 0.0834
4.2442 0.0964
4.2643 0.1110
4.2843 0.1257
4.3043 0.1377
4.3243 0.1440
4.3443 0.1438
4.3644 0.1391
4.3844 0.1333
4.4044 0.1290
4.4244 0.1276
4.4444 0.1296
4.4645 0.1354
4.4845 0.1452
4.5045 0.1593
4.5245 0.1786
4.5445 0.2038
4.5646 0.2362
4.5846 0.2771
4.6046 0.3278
4.6246 0.3883
4.6446 0.4558
4.6647 0.5222
4.6847 0.5753
4.7047 0.6036
4.7247 0.6035
4.7447 0.5800
4.7648 0.5411
4.7848 0.4940
4.8048 0.4450
4.8248 0.3997
4.8448 0.3608
4.8649 0.3290
4.8849 0.3042
4.9049 0.2863
4.9249 0.2744
4.9449 0.2670
4.9650 0.2629
4.9850 0.2617
5.0050 0.2628
5.0250 0.2649
5.0450 0.2655
5.0651 0.2630
5.0851 0.2579
5.1051 0.2519
5.1251 0.2468
5.1451 0.2431
5.1652 0.2392
5.1852 0.2325
5.2052 0.2215
5.2252 0.2072
5.2452 0.1919
5.2653 0.1775
5.2853 0.1649
5.3053 0.1541
5.3253 0.1452
5.3453 0.1386
5.3654 0.1343
5.3854 0.1325
5.4054 0.1334
5.4254 0.1369
5.4454 0.1421
5.4655 0.1470
5.4855 0.1491
5.5055 0.1466
5.5255 0.1397
5.5455 0.1302
5.5656 0.1199
5.5856 0.1102
5.6056 0.1018
5.6256 0.0947
5.6456 0.0886
5.6657 0.0830
5.6857 0.0780
5.7057 0.0736
5.7257 0.0701
5.7457 0.0676
5.7658 0.0658
5.7858 0.0644
5.8058 0.0628
5.8258 0.0609
5.8458 0.0586
5.8659 0.0564
5.8859 0.0543
5.9059 0.0525
5.9259 0.0510
5.9459 0.0496
5.9660 0.0484
5.9860 0.0470
6.0060 0.0455
6.0260 0.0439
6.0460 0.0424
6.0661 0.0409
6.0861 0.0397
6.1061 0.0386
6.1261 0.0378
6.1461 0.0371
6.1662 0.0365
6.1862 0.0359
6.2062 0.0355
6.2262 0.0353
6.2462 0.0351
6.2663 0.0351
6.2863 0.0352
6.3063 0.0354
6.3263 0.0356
6.3463 0.0360
6.3664 0.0364
6.3864 0.0370
6.4064 0.0375
6.4264 0.0382
6.4464 0.0389
6.4665 0.0397
6.4865 0.0406
6.5065 0.0415
6.5265 0.0425
6.5465 0.0436
6.5666 0.0447
6.5866 0.0460
6.6066 0.0473
6.6266 0.0487
6.6466 0.0502
6.6667 0.0519
6.6867 0.0536
6.7067 0.0555
6.7267 0.0575
6.7467 0.0596
6.7668 0.0619
6.7868 0.0644
6.8068 0.0670
6.8268 0.0698
6.8468 0.0729
6.8669 0.0761
6.8869 0.0797
6.9069 0.0835
6.9269 0.0877
6.9469 0.0922
6.9670 0.0970
6.9870 0.1023
7.0070 0.1081
7.0270 0.1145
7.0470 0.1214
7.0671 0.1291
7.0871 0.1375
7.1071 0.1468
7.1271 0.1572
7.1471 0.1687
7.1672 0.1815
7.1872 0.1960
7.2072 0.2122
7.2272 0.2306
7.2472 0.2515
7.2673 0.2754
7.2873 0.3030
7.3073 0.3348
7.3273 0.3719
7.3473 0.4154
7.3674 0.4668
7.3874 0.5281
7.4074 0.6017
7.4274 0.6912
7.4474 0.8008
7.4675 0.9364
7.4875 1.1058
7.5075 1.3191
7.5275 1.5889
7.5475 1.9297
7.5676 2.3544
7.5876 2.8655
7.6076 3.4362
7.6276 3.9858
7.6476 4.3739
7.6677 4.4594
7.6877 4.2063
7.7077 3.7162
7.7277 3.1420
7.7477 2.5959
7.7678 2.1283
7.7878 1.7480
7.8078 1.4457
7.8278 1.2068
7.8478 1.0177
7.8679 0.8671
7.8879 0.7460
7.9079 0.6477
7.9279 0.5672
7.9479 0.5006
7.9680 0.4451
7.9880 0.3984
8.0080 0.3588
8.0280 0.3250
8.0480 0.2960
8.0681 0.2709
8.0881 0.2491
